ImageId,PredictionString
ID_01eb39016,0.1761481 0.03458822 -3.0961998 -22.359871350983603 13.235590174655833 83.29106903076172 0.9261997 0.124220714 0.009942258 -3.1007407 -20.195941508609856 5.516183615615397 33.14432144165039 0.94483906 0.09847872 -3.139864 -3.107188 -18.393440116641635 9.889762758556373 58.110130310058594 0.914747 0.2058103 -0.0094026355 -3.072342 -6.212754727947434 13.8825224512751 81.57073211669922 0.9663373 0.15452157 0.026307937 -3.0838037 -1.365393970751498 12.273923261357766 70.55975341796875 0.79623395 0.057343524 0.15230027 -3.126072 -9.651641547488168 8.275814941446129 45.60373306274414 0.7598192 0.17847167 3.1323898 -3.1140132 -16.99134602630966 4.580261612445383 24.234975814819336 0.9984401 0.21700107 3.124427 -3.114137 -7.759894076902189 7.534124928273464 39.08660888671875 0.57279944 0.12414789 0.06310867 -3.0854037 0.08933797300477408 7.021632530266594 35.73069763183594 0.9819894 0.12712823 -0.020481713 -3.0964406 -4.0114040942335585 5.6760830851954225 25.90871810913086 0.9962513 0.13603663 0.010816062 -3.0929525 16.077609931653853 6.469907684610689 29.532163619995117 0.9695257 0.13713592 0.035438932 -3.096982 10.738133572212305 4.480768976865965 18.258636474609375 0.885465 0.15836835 -0.04858882 -3.0983377 12.041532158970508 4.537944695798037 17.94171714782715 0.5969341
ID_4260ee01a,0.14790791 -3.0067 -3.1219773 10.631833790170717 7.079895955433127 31.77109146118164 0.9921755 0.112511754 -0.31241578 -3.133663 23.514798979947344 7.198273338521812 32.302310943603516 0.5105014 0.11546743 0.06336639 -3.1057947 3.231723340715284 5.864746731539533 25.88131332397461 0.74060506 0.1313554 -0.14769757 -3.111279 16.170028416839386 5.46901162920652 21.949249267578125 0.71307886 0.14513801 -0.055128325 -3.079726 -0.8072567846423038 4.480284896389474 17.713747024536133 0.97351855 0.16668868 -3.1198506 -3.102927 1.9169942306600412 4.114618391180665 14.347949981689453 0.9990945 0.19601606 3.1297529 -3.1169202 -7.177480842950597 3.228937217049049 10.56666088104248 0.73568314 0.14543472 3.139644 -3.1219397 -5.07907054711657 3.0468801137302126 9.731351852416992 0.8176384
ID_115fe8655,0.21911465 3.1273408 -3.1140985 -17.170852256513772 4.816917928291932 23.60806655883789 0.720014 0.1311302 3.1378152 -3.117484 -10.229455630112104 6.395585175255722 30.230812072753906 0.97098595 0.11854409 3.1415267 -3.1179922 -11.04056071143076 5.310684491848779 24.66423225402832 0.99466634 0.27354953 3.1170058 -3.1113803 -11.10495618233878 5.919587073986701 27.492137908935547 0.9802961 0.23195063 3.1231575 -3.117372 -13.583766208909793 5.799677829078696 26.02610206604004 0.99283993 0.13112496 3.1360102 -3.093136 -0.7099785424058798 4.368019998913997 19.27621078491211 0.5736792 0.2355396 3.1238189 -3.1156032 -13.429868846275765 4.305290769625907 18.689210891723633 0.9954105 0.1128456 3.1412995 -3.115272 -14.119199107368429 5.262367893697121 22.843870162963867 0.9702048 0.13292527 0.13532367 -3.0927436 6.133280312309235 6.655978284634944 28.89351463317871 0.6722048 0.16203511 0.049569048 -3.0945926 0.5423565086467992 4.563006333568998 18.88312339782715 0.7646557 0.15036212 -0.063100144 -3.0807576 -0.5026497751133174 3.5543801381399707 13.647149085998535 0.9904766
ID_ea178a5fb,0.17178722 3.138355 -3.111435 -4.392412193466498 19.847650950182327 119.25580596923828 0.5117601 0.30960926 3.109338 -3.1185756 -11.944432084944179 7.697626503867177 45.22960662841797 0.95966333 0.16539907 0.047892287 -3.0934272 1.8767665851322022 11.612209669207473 65.34302520751953 0.9780408 0.15492366 3.1351302 -3.119966 -12.561481052259815 7.302610264426413 40.24090576171875 0.97025585 0.14952612 0.025614977 -3.087391 10.909748467363755 13.908288591865364 76.6413803100586 0.8631837 0.12435649 3.1397324 -3.1217444 -12.600680535329076 4.971531705460041 26.83932876586914 0.9730248 0.23125468 3.1243546 -3.1165488 -11.903894515442094 5.8377894856583765 31.515911102294922 0.93774414 0.09492302 -0.030192314 -3.12928 4.113351452115609 12.845802618348976 69.34939575195312 0.58403724 0.13982844 0.05480857 -3.1056275 5.876680061802425 12.107825307838603 65.36534881591797 0.94590116 0.16572152 3.1348178 -3.1233232 -13.913076654585243 4.2725844583606225 21.741727828979492 0.9983778 0.1142261 -0.059564155 -3.116874 4.234000919371638 7.896455826683656 39.427833557128906 0.99544215
ID_297d09e3c,0.19398606 0.0036370386 -3.0813205 1.060516852134512 22.20647622446542 154.35679626464844 0.5987206 0.16682927 3.1321285 -3.117185 -27.78220870290482 11.153606609408058 71.89061737060547 0.7999823 0.19556068 -0.014202013 -3.0822723 -19.22271479819515 15.360201479510366 99.00424194335938 0.7897954 0.15532188 0.044753894 -3.0866013 -4.62480953615281 16.508055138284078 101.48283386230469 0.6643602 0.17370562 0.02327154 -3.0808272 -6.601330016253534 13.642072707148095 81.9692153930664 0.8703122 0.1409705 0.045983143 -3.0952806 -2.056606325806456 14.429303799735564 86.6993408203125 0.7399245 0.13118814 0.07413729 -3.099867 -2.493241307744661 13.071585409554075 76.80583953857422 0.5388551 0.17286895 0.01915118 -3.0787885 -13.938328271789876 5.6365525771377065 32.40314865112305 0.95410746 0.1258267 -0.013681971 -3.115752 -15.521696100110699 5.155480299468561 29.010385513305664 0.9733705 0.15758221 0.060193695 -3.0869286 -1.0002424168434274 9.574649934697668 51.68973922729492 0.90277493 0.15866922 -0.09252349 -3.0816934 -8.108822824695205 5.594114819634516 27.932003021240234 0.99825925 0.18188654 -0.007961899 -3.07779 -3.9214045691356247 5.718084142163637 28.550994873046875 0.9806801
ID_0f27bdaaf,0.16639756 -3.0334601 -3.114224 22.262991207074705 14.774324890532355 81.41365814208984 0.8431788 0.1573263 -3.030658 -3.118144 0.24285498361493296 17.991649607755235 97.1297836303711 0.7338323 0.18243378 -0.0136414375 -3.0809548 17.074546699395086 12.57043035684709 67.8627700805664 0.76536804 0.14968872 -0.09971305 -3.1026819 21.91316914062199 13.544744068310706 73.1227035522461 0.94822025 0.12885201 0.062152285 -3.0891078 2.126463918236041 13.992479736873264 74.03668975830078 0.9817981 0.26161402 3.0953102 -3.1011586 -5.234402205781741 11.742695259812848 58.632511138916016 0.93454605 0.15352945 3.1357946 -3.1236246 -5.598254504607727 8.748153877606853 42.09937286376953 0.6552049 0.082755566 0.07890585 -3.1137667 13.331599502806348 6.452631179349769 29.453304290771484 0.6695417 0.14488588 0.0790096 -3.077531 -9.444985016474957 6.649437380948381 29.839405059814453 0.95353234 0.17632012 -3.1343632 -3.1183448 -8.496441591515863 7.414917992734676 33.274505615234375 0.9541112 0.12024593 0.052794326 -3.1009898 2.5794749358644857 5.57984328624315 25.039592742919922 0.9980642 0.13920288 0.067661114 -3.084103 -7.7570672251100605 4.922102573505352 21.023563385009766 0.8795159 0.12861936 0.10226427 -3.075675 -8.951225353832697 4.202888878060563 16.86781120300293 0.93584013 0.16154914 0.11168611 -3.0920322 -6.41724354156554 3.773290473438559 14.918496131896973 0.99229527 0.15572546 3.1356719 -3.1247997 -7.877229605040371 3.554350006983695 12.394256591796875 0.9149274
ID_0b75603a0,0.18932672 0.10178653 -3.0908093 -10.578654532290948 15.843260166690598 95.19518280029297 0.6678483 0.103347346 0.07923205 -3.102967 -16.066680496667146 12.166235717679307 71.48619842529297 0.79709625 0.20992611 3.1252716 -3.1175168 -10.464258075467782 12.190690661196136 71.62989044189453 0.9202123 0.18143435 3.0767088 -3.1041427 -12.814146513299164 10.985804105435044 63.1546745300293 0.8676381 0.12368952 3.1390038 -3.1157389 -17.86177388239971 5.6118626580663005 31.578493118286133 0.5698405 0.16174267 -0.039202485 -3.0844738 -4.973930279393393 13.11003328507585 73.77142333984375 0.89991516 0.19841264 0.008921095 -3.0726385 -1.040930996768104 7.2819151396795725 37.0551872253418 0.9923422 0.15414572 0.06393683 -3.0899975 3.6639136009188604 8.871047868291676 45.14174270629883 0.8573942 0.16015087 -0.13420965 -3.0887175 -3.256349284221187 6.108986885465917 30.5028133392334 0.99180484 0.13188362 0.09829029 -3.0983946 1.5043773458589946 7.3375655372833 35.961944580078125 0.9714424 0.12394905 0.016095044 -3.0994375 3.8418793040451824 7.299691551788953 35.77632141113281 0.95637184 0.16436791 0.10941469 -3.0818331 5.172025489721538 7.113282230000188 34.23176193237305 0.89072114 0.14723682 0.029601285 -3.0931077 3.889213895116015 4.815514437994317 20.904085159301758 0.97215825 0.13856292 0.03822941 -3.0908887 4.327040222180051 3.993580554986506 15.33347225189209 0.9955367 0.11785567 -0.15626027 -3.1231859 7.898791595514174 3.727713884188118 10.982444763183594 0.94829726
ID_10b9b9178,0.22027807 0.02748588 -3.0715702 -14.97269302173558 19.849393535895928 124.91148376464844 0.56238145 0.18990432 0.013002026 -3.0723503 -1.607956580525979 18.26744158706697 107.33557891845703 0.87826127 0.14346127 -0.081870876 -3.0968835 -3.657764947925024 11.714933627275812 67.34626007080078 0.83356833 0.10716009 0.031057231 -3.1142232 3.4725802152265004 11.4696110814849 63.20309066772461 0.98719925 0.06413746 0.07868605 -3.1170413 5.654241375938376 10.617325864691786 57.31873321533203 0.83601403 0.14360726 0.029206859 -3.0952637 5.48069028467695 7.060726950848963 35.25495147705078 0.9770709 0.13859929 -3.066605 -3.1162028 8.029553379641126 6.51832268264166 31.368595123291016 0.9277258 0.12723827 -0.032586075 -3.0946605 6.966180957529296 4.909520293682952 21.665868759155273 0.95629203 0.13050123 -3.036489 -3.125457 10.049155576273701 5.568531523468465 24.574106216430664 0.9869431 0.15909386 -0.014204078 -3.0932322 12.617246834251688 5.691736360472017 23.554155349731445 0.9935275 0.15984808 -0.16170356 -3.078854 -3.656121159630806 3.4795872093075992 12.984983444213867 0.98377985
ID_f2a715865,0.13779615 3.1365504 -3.119038 -23.71573762735855 6.331184789922801 38.92079162597656 0.9585912 0.15393007 0.007554111 -3.090743 7.8052193841123625 16.004709412275574 96.1652603149414 0.5826602 0.14631498 -0.050762746 -3.1115975 9.962118661683277 14.600042751394867 85.78672790527344 0.9647715 0.19862197 3.1271071 -3.1170583 -11.790194600495163 7.517326239454377 43.21525192260742 0.99774325 0.01845738 0.019741004 -3.139832 -10.40841434292162 4.853703145457498 24.698843002319336 0.98470587 0.16868979 -0.0141301835 -3.0931637 21.26946768926983 8.989581178460597 41.75000762939453 0.5912424 0.18522811 -0.057502847 -3.0907805 22.32941436027921 8.985741672833683 41.01579284667969 0.7218091
ID_1fc5c222d,0.16088003 0.056179784 -3.0883234 1.7433036298354594 6.328529329883519 29.391374588012695 0.89068276 0.14842463 0.097681224 -3.092359 0.0622973208746842 5.458553727855612 24.915796279907227 0.83815706 0.1723857 0.07112509 -3.0944943 1.9583900598732598 5.778732106975784 25.501728057861328 0.6202144 0.16694175 -0.05037859 -3.0806563 -0.18289454907257152 4.230122032743331 17.23727798461914 0.9972185 0.16146588 0.06610502 -3.0898986 5.323708203766255 4.064282230066665 14.752833366394043 0.9174115 0.20042038 0.03044859 -3.0609262 6.672015712549724 3.6448044977427667 11.782572746276855 0.9758203 0.15358591 0.06546215 -3.0857205 2.6443821321278307 3.106802071623555 8.954705238342285 0.99483055
ID_ba70f3e07,0.1935371 3.1259751 -3.0901606 -8.86701213734107 8.757952291284639 51.45985412597656 0.84340245 0.21771275 -0.07878794 -3.0707626 -3.7646760878851993 5.699548294111484 31.40726089477539 0.8455549 0.10534309 3.1408026 -3.1100738 -11.585257591871612 4.188222239033838 18.482757568359375 0.9941281
ID_7d26afb34,0.14157997 -0.026932908 -3.1039891 -23.463616641368347 10.952478986189107 64.35442352294922 0.8637278 0.17191322 0.02428082 -3.0910192 -21.86499922048817 5.599400647013251 32.189571380615234 0.9840524 0.25002143 0.061385337 -3.088101 -11.697190388274812 8.924115477292311 49.17618179321289 0.7930246 0.17243467 0.06757006 -3.0894644 -7.8522687971816865 8.441215134302261 45.57077407836914 0.7996911 0.20213412 -0.02627982 -3.0667868 -5.278513847959005 10.44108719336569 56.36729049682617 0.93906534 0.17696309 0.042004663 -3.0828004 8.781431299945588 10.17720084731559 54.94267272949219 0.5244135 0.1212164 -0.0089540165 -3.0886686 -1.7134546937505348 9.975857718788951 52.78403091430664 0.92061037 0.070497215 -3.0858781 -3.1371446 8.728496102393557 8.835480464071331 45.83796691894531 0.81184024 0.2120825 -0.008031321 -3.0800066 9.506706837180658 8.986049681460266 45.72694778442383 0.8107717 0.20493673 -0.03989972 -3.0756073 -8.298728796537269 5.4777426433983685 27.35094451904297 0.99623114 0.21132231 0.0313253 -3.08368 9.468244518090323 8.25349496269883 41.210567474365234 0.9674819 0.20745409 -0.0896621 -3.0815876 10.145414538140678 7.951154457520563 38.96918869018555 0.6490127 0.12720251 0.04655282 -3.1050892 10.433636181050979 7.682915478481199 36.97304916381836 0.94482 0.16241145 0.046511974 -3.0804682 9.362664772647001 6.588208602863496 31.704912185668945 0.9248801
ID_e4ff802b0,0.14489745 3.135152 -3.1156423 -27.44632209486002 10.274813702324636 63.164146423339844 0.7881587 0.13434935 3.1096272 -3.1090362 -11.292525591270902 12.20896379534613 75.05428314208984 0.6544424 0.2144352 3.0976715 -3.0981355 -5.484496394636366 10.22439787829321 61.43391036987305 0.95798486 0.14157915 -3.0618038 -3.1136713 0.9488527543990983 14.048545149518674 84.41152954101562 0.72762084 0.19288735 3.1281257 -3.115361 -14.495335504031239 7.10696184098364 41.75898742675781 0.85168135 0.1994463 -0.024638774 -3.0739284 -3.037795208745429 10.351936390694107 60.82576370239258 0.9544471 0.1518011 0.0068304157 -3.083119 -0.7189336520625105 11.531631621398219 67.75740051269531 0.9582751 0.16284974 3.1394985 -3.1053574 -9.2085260246984 8.250030410283863 47.42738723754883 0.87461007 0.16133964 0.038792282 -3.0883706 3.8770297099456883 10.59003266547883 60.87948226928711 0.969316 0.15726827 -0.008537968 -3.0763822 -5.1664209720792975 7.390190515138222 41.5853157043457 0.9843263 0.1568799 0.007264909 -3.0905151 2.4505706964579446 9.425736886088536 53.03953170776367 0.54193735 0.15121299 0.026403425 -3.0999951 8.069086564000521 10.073690094299351 56.68562698364258 0.8513659 0.14190698 -0.0662654 -3.1125824 5.610471469984006 9.110403164795741 50.20271682739258 0.9453387 0.108035386 -0.09078527 -3.134484 13.526866008532998 11.330907402810617 62.43876647949219 0.86705095 0.15970044 -0.030179482 -3.0885267 -14.680820291562311 6.660196577385072 35.95576095581055 0.950822 0.18378322 0.025216803 -3.1031106 -9.305546865707404 6.028264191349713 32.54420852661133 0.75644565 0.14257537 3.1387296 -3.1227443 -8.050198009153505 6.04680629577113 32.644309997558594 0.88957566 0.08048801 -0.0041944226 -3.0970192 -13.024613927912492 4.220401562033679 21.072908401489258 0.99116135 0.09245974 -0.028602343 -3.125719 19.358694772028088 7.8961755979964465 37.99933624267578 0.97905445 0.11198115 -3.00015 -3.1151323 22.870259981842693 7.061413146073534 32.795082092285156 0.88199234 0.1343583 -2.9750059 -3.1165354 19.269946563184064 7.525223958775424 33.76950454711914 0.8646759 0.11217676 0.05628777 -3.0880814 -4.212076325930378 3.209875568007588 13.493453979492188 0.9796539
ID_b53d3cf97,0.093694374 -3.1393273 -3.1155264 -11.367010085789957 10.404014701277411 58.544395446777344 0.8352646 0.22996084 0.002663083 -3.0803201 -13.987597718618865 6.568390330412999 36.19499969482422 0.96367127 0.22257952 -0.04443056 -3.0812933 -10.852798765551661 8.762906363015148 48.287841796875 0.81113875 0.1399833 0.0076969466 -3.0994284 9.231672670452241 17.77020888060558 97.92242431640625 0.95834947 0.17093883 0.0041377903 -3.0849464 -7.420188616943353 9.698613028599084 52.35896682739258 0.9080813 0.2703162 3.1175566 -3.1135755 -6.872483826196493 11.022107755702734 59.503990173339844 0.5904642 0.12779628 -0.018666217 -3.0971425 -5.033227130564846 11.576690574168452 62.497962951660156 0.6824834 0.17534427 -0.01808831 -3.0755303 -14.860700440011112 5.164923875431558 27.328527450561523 0.9978619 0.13712263 -0.0062096743 -3.1119757 0.6966514666321828 11.712947500440542 61.97528076171875 0.86529243 0.0717604 0.06845723 -3.1152925 -7.134728037073074 4.666995727837897 24.212106704711914 0.97183233 0.11449765 -0.045502186 -3.0975034 -2.2080982680439476 10.330086224866946 53.591896057128906 0.90706843 0.1772689 -0.07434757 -3.0821748 -6.436048001360554 7.158624482068678 36.42780303955078 0.9671436 0.22260116 -0.0896163 -3.068151 -3.0140284551080647 8.407944549558657 41.98175048828125 0.9699103 0.106720924 -0.010842767 -3.101822 0.2665966336178691 7.917200966578928 38.80278015136719 0.96201974 0.0374556 -3.1311867 -3.1007812 -6.076367297043063 4.867789577825256 23.00918960571289 0.67191386 0.15650915 -0.058405578 -3.0826924 -4.2869302717543185 3.939220593753431 17.3839054107666 0.9962237
ID_b2d1b80e3,0.12152797 -0.098510645 -3.1201348 36.276326792298775 7.437066984248737 51.69491195678711 0.89786804 0.11893259 0.048648156 -3.1024373 -18.919960116745354 9.899499809710285 58.16734313964844 0.82214326 0.1619154 -3.0208924 -3.1167898 14.022349010453148 8.643640604322819 49.690155029296875 0.9901599 0.18836933 3.132077 -3.102931 -13.835413629420279 4.248734820890267 21.620365142822266 0.6402369 0.21070479 0.030183269 -3.0745013 -11.880551327852196 5.843179171759399 29.733949661254883 0.91113156 0.25251278 0.0989878 -3.0593476 -10.046121330476856 3.3852475605897023 14.69531536102295 0.96520984 0.12090008 0.012016864 -3.0910401 -0.11897981094339194 4.46397120769929 19.0667667388916 0.9990563
ID_805a85399,0.12977329 0.07435876 -3.105936 -16.449816644306843 16.737480747543813 100.56816101074219 0.8779807 0.1848826 3.1263967 -3.0987926 -5.387237641378256 15.278580161188657 91.8022689819336 0.5670392 0.13619627 0.051273704 -3.109684 -1.738878002315417 14.9553908963086 89.86036682128906 0.53030914 0.13995324 3.1352127 -3.11176 -12.82561952253608 12.292418107734477 69.17062377929688 0.98874843 0.20590602 3.1267009 -3.1194324 -9.812398330500999 5.954524980146459 32.81230545043945 0.79588616 0.17344962 3.1330543 -3.1222775 -10.613767628273557 7.992619699959583 42.290367126464844 0.9777049 0.16731928 -0.0013555274 -3.0742283 -1.186975390346248 7.9857641449618555 42.254093170166016 0.9345859 0.18213795 3.1320975 -3.1186173 -14.516602629820639 5.858175480762391 29.810260772705078 0.6420495 0.08542584 -3.1369843 -3.1265213 -9.153612993328245 4.623736084585943 22.66126823425293 0.9933022 0.12932931 3.1407273 -3.1279092 -11.630920233083021 4.294556701392493 18.952014923095703 0.9970181
ID_24cc4e2d2,0.15912329 3.1337712 -3.1196678 -28.6633156147382 7.801780952650205 50.28641128540039 0.82061523 0.11514698 0.02709037 -3.1063726 -14.235509849830255 8.971393648156777 53.90515899658203 0.9472129 0.14313157 0.11409185 -3.1114254 -11.000464373360487 10.362255725857388 62.262237548828125 0.532715 0.24003221 3.1192172 -3.1190357 -6.247670259873388 9.356904988316444 56.221527099609375 0.5694773 0.18335581 -0.052190363 -3.0977542 2.247625096350461 15.361280521504781 92.29917907714844 0.6576016 0.18011746 3.1276557 -3.1143587 -14.857959323642664 7.671070024506562 45.07356643676758 0.98697716 0.16227698 0.07251407 -3.091293 5.16742322561818 7.665574902875541 41.383399963378906 0.8708163 0.12662911 0.13701312 -3.1005282 4.695479733949686 6.606293224470278 32.98591613769531 0.96926147 0.12911463 0.123125836 -3.1037872 4.876676840373992 5.050669946819891 23.456655502319336 0.8646887 0.14773786 -0.011165411 -3.0939734 6.100833211535015 4.672156342979806 18.47235107421875 0.99645114 0.17678463 0.09176637 -3.0752196 5.413631440997515 3.3888867973242043 10.447219848632812 0.9986022
ID_210a8da32,0.15110324 3.1379638 -3.1231766 -7.301742946938219 15.955347718039505 95.86866760253906 0.81112677 0.22796832 0.037480816 -3.107298 -6.646968157049486 18.851263407486726 113.26895141601562 0.693917 0.3025153 3.1125102 -3.1142457 -20.02106614065612 4.741769270883431 27.861621856689453 0.9375689 0.13673891 3.1354635 -3.1127179 -13.676716524844625 10.189078747593925 58.57449722290039 0.99408394 0.18870063 -0.0017876802 -3.1003103 -0.1751594063540196 5.621685416662647 28.069665908813477 0.8831644 0.13890982 -0.024666777 -3.1155312 3.6829076829734397 6.136007401286399 28.497251510620117 0.9642135 0.15320146 0.047395248 -3.0804207 0.2526392879012178 4.923870857285863 22.4752140045166 0.99304223 0.19830489 0.038490925 -3.0752468 3.374680434487864 4.527564340395051 19.032663345336914 0.98809123 0.1958921 0.014829814 -3.078741 3.795116388606246 3.814608398504518 13.660073280334473 0.9981178
ID_5490bf3da,0.15031904 -3.1277354 -3.108412 18.45064883159567 16.90182757219624 101.55564880371094 0.9454795 0.15289462 0.038165223 -3.0941973 21.785107092727486 18.204747744273803 109.38432312011719 0.6353475 0.15586865 0.11817154 -3.085209 3.6993986456490546 13.626916743193696 80.06884765625 0.65689814 0.099806905 0.048010424 -3.123338 8.141885833438707 14.046925269231096 82.53672790527344 0.97439414 0.1609612 0.06663489 -3.0943289 -5.127425699544318 10.20672495458684 57.434226989746094 0.68088126 0.10760304 -3.1002326 -3.1275928 8.071215374608855 10.735533117851666 60.409881591796875 0.9847076 0.14937286 3.1352344 -3.11736 -5.423872643103675 8.857362043139283 48.8083381652832 0.763912 0.11429918 -0.012149521 -3.1099286 13.662842684953198 9.854482985591432 54.302955627441406 0.95923996 0.102502465 -0.017574836 -3.136406 19.447533406611598 10.358975086876029 55.92399978637695 0.9540488 0.21656893 0.01325726 -3.1252248 -6.106990077039018 7.056256434988391 37.33590316772461 0.6610938 0.22897588 -0.009130267 -3.075067 -3.829169159618729 8.523570142261612 45.0997200012207 0.53633004 0.10781813 -0.042001884 -3.1220036 12.711684619644728 8.383516106614522 44.35866928100586 0.9602697 0.11141479 -3.1143851 -3.1150072 17.45455738154677 7.8901008457394965 40.93339157104492 0.98311275 0.25429517 -0.010262317 -3.097748 -4.55155303711512 5.7259780997332435 28.590410232543945 0.85358775 0.12594293 -0.02418564 -3.0928857 -6.849204547994887 5.76919687074345 28.27525520324707 0.90731734 0.13743226 0.073580936 -3.1249611 -8.725518870637671 5.675194451244469 26.825651168823242 0.5654746 0.15209351 -0.0038041992 -3.0958502 -7.809656646073874 5.3317334401865075 24.3369197845459 0.9516296 0.15893327 -0.011964829 -3.088885 -0.5324708842237929 5.002132992401457 22.447113037109375 0.7454531 0.1446371 0.028733574 -3.0984676 -14.284183702658567 5.635410128583338 24.869243621826172 0.53122175 0.17886889 0.02064137 -3.0796661 0.9327340018148149 4.650522791634799 20.18785858154297 0.99531484 0.15374905 0.027617121 -3.0873656 15.603393153561278 6.157570459172831 26.72993278503418 0.9963271 0.16119802 -0.017943041 -3.0922272 5.018073186724122 3.390823253743477 10.575801849365234 0.99819916
ID_66d32f422,0.18031709 0.021043079 -3.076964 -7.753958273281846 8.448760779243681 39.935813903808594 0.599318 0.13954477 3.138126 -3.1126044 -9.005527504619508 8.976659262412106 41.68999481201172 0.7659836 0.23419331 3.1220005 -3.1149907 -16.27961859927066 5.535566534061882 25.267324447631836 0.79822767 0.1835234 0.054483373 -3.1011884 -10.053081999092484 7.474070653845267 34.11570739746094 0.9485368 0.1726507 -0.016219247 -3.0793302 0.11144085641058155 9.932180027386927 44.57073974609375 0.64479005 0.13752703 -0.028404456 -3.0914235 -0.9432677298438392 9.010783533167256 39.76487350463867 0.9733503 0.14722382 -0.1081211 -3.0879478 -1.9179873412474784 8.846802612246325 38.40385437011719 0.98626107 0.115628675 3.1001816 -3.1052246 5.206099192654605 6.316624543082579 26.140134811401367 0.9118209 0.103943944 0.026161876 -3.1047962 6.421579381362601 6.884917351893137 28.491905212402344 0.8353315 0.15431923 0.04188831 -3.082944 6.465304099564257 5.62241304138988 22.910709381103516 0.89862424 0.18099886 0.12920184 -3.0702922 8.059460274350293 6.2456334384635745 25.066131591796875 0.78085136 0.15198684 0.08906692 -3.083938 8.041843603897814 5.6668924694571 21.758203506469727 0.9634008 0.12478915 0.025611619 -3.0985312 9.51499589666075 5.298257374762613 20.05325698852539 0.6279541 0.113121495 -0.04863828 -3.0964386 -2.7937797118750423 3.4967472157958106 12.193391799926758 0.9539037 0.14319527 0.09934119 -3.0849476 7.528333089129209 4.012598106821688 13.29480266571045 0.9960602 0.12505275 -0.13802214 -3.1120677 9.62122137599253 4.430729776961112 14.151193618774414 0.7804899
ID_3353e4a3c,0.078305975 -0.00092357036 -3.099937 -3.493102050307641 13.153311598732472 84.77972412109375 0.8737183 0.1528462 0.11349583 -3.0973952 -8.55502484397475 15.227813685779495 95.82805633544922 0.7445512 0.19683568 3.0980132 -3.0993993 -10.378120051142616 12.6953594838618 78.04438781738281 0.7222411 0.1520424 0.086113974 -3.0871046 -15.107941324160691 8.532769759876189 51.26966094970703 0.58007944 0.16825481 0.20689131 -3.0831976 -17.73902257637905 11.367466790437142 68.30210876464844 0.68431664 0.1318724 3.139781 -3.1225286 -15.591321423822095 11.325173817791097 68.04798889160156 0.80035615 0.18471502 0.039216198 -3.0857005 -13.151010127982772 10.787095162623451 64.81491088867188 0.7176339 0.17013538 3.1282797 -3.107054 -7.824519309707224 8.734420120450118 49.1494255065918 0.92985326 0.15882695 0.012305689 -3.0883894 17.811825141940417 12.627648311414461 69.58443450927734 0.66518885 0.14162986 -0.0011028072 -3.1044178 -0.21537822182830624 6.393285948459937 34.51481628417969 0.97318846 0.11535655 3.1410897 -3.1206956 -12.133923163793565 4.77347061576808 21.788705825805664 0.73190427 0.1360147 -0.01253394 -3.0969052 3.1292946444655314 5.30735889438952 23.42154312133789 0.9855731 0.22572051 -0.06385825 -3.074721 -0.15395576511354037 3.8336460364410865 14.509881973266602 0.9503726 0.122125864 0.0049251146 -3.0955622 3.666309725237703 4.235077555878728 15.372798919677734 0.99706334
ID_0dca1bc51,0.121579275 0.0135042025 -3.104138 -17.066669005495612 24.03723189221327 147.76824951171875 0.6760206 0.13985537 3.1362286 -3.1159604 -17.028933497654904 19.998303475867914 120.1610107421875 0.69258547 0.14474392 0.028132536 -3.0931423 11.183549406113016 26.280291975269947 154.41737365722656 0.6833677 0.17820351 3.129284 -3.1052744 -23.845846870528643 8.187834973062095 46.07373809814453 0.90240276 0.11915396 3.1399813 -3.1114528 -18.438432000989362 5.695602401065145 31.385517120361328 0.8107097 0.16437356 3.1303742 -3.095496 -16.78816274419704 8.065928044477843 44.4471549987793 0.8531084 0.11996196 -0.047312275 -3.1043072 -4.373613531683844 11.05513309137369 60.91911697387695 0.9917794 0.104307845 -0.12989956 3.114796 -8.317706488841676 7.433324816844333 40.129573822021484 0.50307107 0.016565155 -3.1263103 -3.1166904 -1.3751808910427528 10.738485137460465 57.97282409667969 0.9500655 0.15280104 3.074789 -3.090693 0.42255396436293324 11.392234756684942 61.502159118652344 0.7684089 0.16537166 0.029306054 -3.0984845 2.9508271490079707 13.06618239409569 70.53913879394531 0.95089304 0.07836223 0.13045377 -3.092541 -0.05770158304326145 6.412154758478579 30.857675552368164 0.95218974 0.1716724 -0.10920927 -3.1030085 10.936645260740406 7.501982755374364 35.4605598449707 0.98606175 0.15924369 -0.15554346 -3.0798233 -3.7133436851667057 2.9873338899615423 10.697611808776855 0.99676645
ID_6fd8825d9,0.12353784 -0.009072097 -3.1008642 -20.295211836119734 11.083939356049832 73.21634674072266 0.8506866 0.12615824 0.044521354 -3.1083941 1.7512565433278695 19.09202789958809 112.18067169189453 0.9691738 0.14735495 -0.008622267 -3.0821147 -4.2724552397428965 12.664590524588299 72.80560302734375 0.97400993 0.12630545 -0.03895983 -3.1014102 -3.550470214299777 4.553680231245984 20.095535278320312 0.9991461
